,year,stars,topic
16117,2017,0,rna-design
16118,2018,21,rna-design
16119,2019,21,rna-design
16120,2020,21,rna-design
16121,2021,21,rna-design
16122,2022,21,rna-design
16123,2023,21,rna-design
16124,2024,21,rna-design
16125,2025,21,rna-design
16126,2013,0,rna-ligand-complexes
16127,2016,0,rna-ligand-complexes
16128,2017,0,rna-ligand-complexes
16129,2018,0,rna-ligand-complexes
16130,2019,0,rna-ligand-complexes
16131,2020,0,rna-ligand-complexes
16132,2021,0,rna-ligand-complexes
16133,2022,30,rna-ligand-complexes
16134,2023,30,rna-ligand-complexes
16135,2024,30,rna-ligand-complexes
16136,2025,30,rna-ligand-complexes
16137,2013,0,rna-secondary-structure
16138,2016,0,rna-secondary-structure
16139,2017,0,rna-secondary-structure
16140,2018,0,rna-secondary-structure
16141,2019,0,rna-secondary-structure
16142,2020,0,rna-secondary-structure
16143,2021,0,rna-secondary-structure
16144,2022,0,rna-secondary-structure
16145,2023,164,rna-secondary-structure
16146,2024,164,rna-secondary-structure
16147,2025,164,rna-secondary-structure
16148,2013,0,rna-seq
16149,2016,12,rna-seq
16150,2017,675,rna-seq
16151,2018,691,rna-seq
16152,2019,735,rna-seq
16153,2020,936,rna-seq
16154,2021,1362,rna-seq
16155,2022,1604,rna-seq
16156,2023,1805,rna-seq
16157,2024,3441,rna-seq
16158,2025,4896,rna-seq
16159,2013,0,rna-seq-analysis
16160,2016,0,rna-seq-analysis
16161,2017,0,rna-seq-analysis
16162,2018,0,rna-seq-analysis
16163,2019,31,rna-seq-analysis
16164,2020,47,rna-seq-analysis
16165,2021,47,rna-seq-analysis
16166,2022,47,rna-seq-analysis
16167,2023,47,rna-seq-analysis
16168,2024,47,rna-seq-analysis
16169,2025,47,rna-seq-analysis
16170,2013,0,rna-seq-data
16171,2016,0,rna-seq-data
16172,2017,0,rna-seq-data
16173,2018,0,rna-seq-data
16174,2019,0,rna-seq-data
16175,2020,16,rna-seq-data
16176,2021,16,rna-seq-data
16177,2022,16,rna-seq-data
16178,2023,16,rna-seq-data
16179,2024,16,rna-seq-data
16180,2025,16,rna-seq-data
16181,2013,0,rna-seq-pipeline
16182,2016,0,rna-seq-pipeline
16183,2017,0,rna-seq-pipeline
16184,2018,0,rna-seq-pipeline
16185,2019,0,rna-seq-pipeline
16186,2020,16,rna-seq-pipeline
16187,2021,100,rna-seq-pipeline
16188,2022,100,rna-seq-pipeline
16189,2023,100,rna-seq-pipeline
16190,2024,100,rna-seq-pipeline
16191,2025,100,rna-seq-pipeline
16192,2013,0,rna-seq-quantification
16193,2016,0,rna-seq-quantification
16194,2017,0,rna-seq-quantification
16195,2018,0,rna-seq-quantification
16196,2019,0,rna-seq-quantification
16197,2020,0,rna-seq-quantification
16198,2021,0,rna-seq-quantification
16199,2022,0,rna-seq-quantification
16200,2023,0,rna-seq-quantification
16201,2024,855,rna-seq-quantification
16202,2025,855,rna-seq-quantification
16203,2013,0,rna-seq-snakemake
16204,2016,0,rna-seq-snakemake
16205,2017,0,rna-seq-snakemake
16206,2018,0,rna-seq-snakemake
16207,2019,31,rna-seq-snakemake
16208,2020,31,rna-seq-snakemake
16209,2021,31,rna-seq-snakemake
16210,2022,31,rna-seq-snakemake
16211,2023,31,rna-seq-snakemake
16212,2024,31,rna-seq-snakemake
16213,2025,31,rna-seq-snakemake
16214,2013,0,rna-seq-workflows
16215,2016,0,rna-seq-workflows
16216,2017,0,rna-seq-workflows
16217,2018,0,rna-seq-workflows
16218,2019,0,rna-seq-workflows
16219,2020,0,rna-seq-workflows
16220,2021,84,rna-seq-workflows
16221,2022,84,rna-seq-workflows
16222,2023,84,rna-seq-workflows
16223,2024,84,rna-seq-workflows
16224,2025,84,rna-seq-workflows
16225,2013,0,rna-sequencing
16226,2016,0,rna-sequencing
16227,2017,0,rna-sequencing
16228,2018,0,rna-sequencing
16229,2019,0,rna-sequencing
16230,2020,0,rna-sequencing
16231,2021,0,rna-sequencing
16232,2022,19,rna-sequencing
16233,2023,19,rna-sequencing
16234,2024,177,rna-sequencing
16235,2025,177,rna-sequencing
16236,2013,0,rna-structure
16237,2016,0,rna-structure
16238,2017,0,rna-structure
16239,2018,0,rna-structure
16240,2019,0,rna-structure
16241,2020,0,rna-structure
16242,2021,27,rna-structure
16243,2022,27,rna-structure
16244,2023,191,rna-structure
16245,2024,191,rna-structure
16246,2025,191,rna-structure
16247,2013,0,rna-structure-prediction
16248,2016,0,rna-structure-prediction
16249,2017,0,rna-structure-prediction
16250,2018,21,rna-structure-prediction
16251,2019,21,rna-structure-prediction
16252,2020,21,rna-structure-prediction
16253,2021,21,rna-structure-prediction
16254,2022,21,rna-structure-prediction
16255,2023,21,rna-structure-prediction
16256,2024,88,rna-structure-prediction
16257,2025,88,rna-structure-prediction
16258,2013,0,rna-velocity
16259,2016,0,rna-velocity
16260,2017,0,rna-velocity
16261,2018,0,rna-velocity
16262,2019,0,rna-velocity
16263,2020,0,rna-velocity
16264,2021,0,rna-velocity
16265,2022,0,rna-velocity
16266,2023,0,rna-velocity
16267,2024,0,rna-velocity
16268,2025,411,rna-velocity
16269,2013,0,rnaseq
16270,2016,0,rnaseq
16271,2017,0,rnaseq
16272,2018,23,rnaseq
16273,2019,23,rnaseq
16274,2020,23,rnaseq
16275,2021,23,rnaseq
16276,2022,23,rnaseq
16277,2023,60,rnaseq
16278,2024,1280,rnaseq
16279,2025,1280,rnaseq
16280,2013,0,rnaseq-analysis
16281,2016,0,rnaseq-analysis
16282,2017,0,rnaseq-analysis
16283,2018,0,rnaseq-analysis
16284,2019,0,rnaseq-analysis
16285,2020,27,rnaseq-analysis
16286,2021,67,rnaseq-analysis
16287,2022,67,rnaseq-analysis
16288,2023,67,rnaseq-analysis
16289,2024,67,rnaseq-analysis
16290,2025,67,rnaseq-analysis
16291,2013,0,rnn
16292,2016,0,rnn
16293,2017,0,rnn
16294,2018,0,rnn
16295,2019,0,rnn
16296,2020,0,rnn
16297,2021,0,rnn
16298,2022,30,rnn
16299,2023,30,rnn
16300,2024,30,rnn
16301,2025,30,rnn
16302,2013,0,robotics
16303,2016,0,robotics
16304,2017,0,robotics
16305,2018,0,robotics
16306,2019,0,robotics
16307,2020,0,robotics
16308,2021,27,robotics
16309,2022,27,robotics
16310,2023,27,robotics
16311,2024,27,robotics
16312,2025,27,robotics
16313,2013,0,role2vec
16314,2016,0,role2vec
16315,2017,0,role2vec
16316,2018,0,role2vec
16317,2019,0,role2vec
16318,2020,0,role2vec
16319,2021,0,role2vec
16320,2022,26,role2vec
16321,2023,26,role2vec
16322,2024,26,role2vec
16323,2025,26,role2vec
16324,2013,0,ros1
16325,2016,0,ros1
16326,2017,0,ros1
16327,2018,0,ros1
16328,2019,0,ros1
16329,2020,0,ros1
16330,2021,0,ros1
16331,2022,130,ros1
16332,2023,130,ros1
16333,2024,130,ros1
16334,2025,130,ros1
16335,2013,0,rosalind
16336,2016,0,rosalind
16337,2017,0,rosalind
16338,2018,0,rosalind
16339,2019,0,rosalind
16340,2020,0,rosalind
16341,2021,143,rosalind
16342,2022,143,rosalind
16343,2023,143,rosalind
16344,2024,143,rosalind
16345,2025,143,rosalind
16346,2013,0,rpackage
16347,2016,0,rpackage
16348,2017,0,rpackage
16349,2018,0,rpackage
16350,2019,0,rpackage
16351,2020,0,rpackage
16352,2021,19,rpackage
16353,2022,19,rpackage
16354,2023,19,rpackage
16355,2024,19,rpackage
16356,2025,19,rpackage
16357,2013,0,rrbs
16358,2016,0,rrbs
16359,2017,0,rrbs
16360,2018,0,rrbs
16361,2019,0,rrbs
16362,2020,0,rrbs
16363,2021,0,rrbs
16364,2022,0,rrbs
16365,2023,48,rrbs
16366,2024,48,rrbs
16367,2025,48,rrbs
16368,2013,0,rrna
16369,2016,0,rrna
16370,2017,0,rrna
16371,2018,0,rrna
16372,2019,0,rrna
16373,2020,41,rrna
16374,2021,41,rrna
16375,2022,41,rrna
16376,2023,41,rrna
16377,2024,41,rrna
16378,2025,41,rrna
16379,2013,0,rstats
16380,2016,0,rstats
16381,2017,0,rstats
16382,2018,178,rstats
16383,2019,178,rstats
16384,2020,178,rstats
16385,2021,212,rstats
16386,2022,259,rstats
16387,2023,259,rstats
16388,2024,327,rstats
16389,2025,327,rstats
16390,2013,0,ruby
16391,2016,0,ruby
16392,2017,0,ruby
16393,2018,0,ruby
16394,2019,0,ruby
16395,2020,0,ruby
16396,2021,0,ruby
16397,2022,0,ruby
16398,2023,0,ruby
16399,2024,0,ruby
16400,2025,413,ruby
16401,2013,0,rust
16402,2016,0,rust
16403,2017,0,rust
16404,2018,0,rust
16405,2019,15,rust
16406,2020,144,rust
16407,2021,144,rust
16408,2022,188,rust
16409,2023,188,rust
16410,2024,325,rust
16411,2025,1283,rust
16412,2013,0,rust-lang
16413,2016,0,rust-lang
16414,2017,0,rust-lang
16415,2018,0,rust-lang
16416,2019,0,rust-lang
16417,2020,0,rust-lang
16418,2021,0,rust-lang
16419,2022,0,rust-lang
16420,2023,43,rust-lang
16421,2024,43,rust-lang
16422,2025,43,rust-lang
16423,2013,0,sailfish
16424,2016,0,sailfish
16425,2017,0,sailfish
16426,2018,0,sailfish
16427,2019,0,sailfish
16428,2020,0,sailfish
16429,2021,0,sailfish
16430,2022,0,sailfish
16431,2023,0,sailfish
16432,2024,855,sailfish
16433,2025,855,sailfish
16434,2013,0,salmon
16435,2016,0,salmon
16436,2017,0,salmon
16437,2018,0,salmon
16438,2019,0,salmon
16439,2020,0,salmon
16440,2021,0,salmon
16441,2022,0,salmon
16442,2023,0,salmon
16443,2024,855,salmon
16444,2025,855,salmon
16445,2013,0,sam
16446,2016,0,sam
16447,2017,65,sam
16448,2018,65,sam
16449,2019,65,sam
16450,2020,65,sam
16451,2021,223,sam
16452,2022,287,sam
16453,2023,287,sam
16454,2024,885,sam
16455,2025,1780,sam
16456,2013,0,sampling
16457,2016,0,sampling
16458,2017,0,sampling
16459,2018,0,sampling
16460,2019,0,sampling
16461,2020,69,sampling
16462,2021,69,sampling
16463,2022,69,sampling
16464,2023,69,sampling
16465,2024,69,sampling
16466,2025,69,sampling
16467,2013,0,samtools
16468,2016,0,samtools
16469,2017,0,samtools
16470,2018,0,samtools
16471,2019,0,samtools
16472,2020,0,samtools
16473,2021,0,samtools
16474,2022,0,samtools
16475,2023,0,samtools
16476,2024,0,samtools
16477,2025,922,samtools
16478,2013,0,sars-cov-2
16479,2016,0,sars-cov-2
16480,2017,0,sars-cov-2
16481,2018,0,sars-cov-2
16482,2019,0,sars-cov-2
16483,2020,15,sars-cov-2
16484,2021,35,sars-cov-2
16485,2022,35,sars-cov-2
16486,2023,486,sars-cov-2
16487,2024,486,sars-cov-2
16488,2025,486,sars-cov-2
16489,2013,0,sbml
16490,2016,0,sbml
16491,2017,0,sbml
16492,2018,0,sbml
16493,2019,0,sbml
16494,2020,0,sbml
16495,2021,0,sbml
16496,2022,0,sbml
16497,2023,0,sbml
16498,2024,0,sbml
16499,2025,531,sbml
16500,2013,0,sbml-model
16501,2016,0,sbml-model
16502,2017,0,sbml-model
16503,2018,0,sbml-model
16504,2019,0,sbml-model
16505,2020,0,sbml-model
16506,2021,0,sbml-model
16507,2022,0,sbml-model
16508,2023,0,sbml-model
16509,2024,0,sbml-model
16510,2025,531,sbml-model
16511,2013,0,sbml-simulation
16512,2016,0,sbml-simulation
16513,2017,0,sbml-simulation
16514,2018,0,sbml-simulation
16515,2019,0,sbml-simulation
16516,2020,0,sbml-simulation
16517,2021,0,sbml-simulation
16518,2022,0,sbml-simulation
16519,2023,0,sbml-simulation
16520,2024,0,sbml-simulation
16521,2025,531,sbml-simulation
16522,2013,0,scaffold
16523,2016,0,scaffold
16524,2017,0,scaffold
16525,2018,0,scaffold
16526,2019,0,scaffold
16527,2020,0,scaffold
16528,2021,0,scaffold
16529,2022,0,scaffold
16530,2023,0,scaffold
16531,2024,95,scaffold
16532,2025,95,scaffold
16533,2013,0,scaffolding
16534,2016,0,scaffolding
16535,2017,0,scaffolding
16536,2018,0,scaffolding
16537,2019,0,scaffolding
16538,2020,0,scaffolding
16539,2021,20,scaffolding
16540,2022,41,scaffolding
16541,2023,41,scaffolding
16542,2024,41,scaffolding
16543,2025,41,scaffolding
16544,2013,0,scala
16545,2016,0,scala
16546,2017,0,scala
16547,2018,0,scala
16548,2019,0,scala
16549,2020,0,scala
16550,2021,0,scala
16551,2022,0,scala
16552,2023,0,scala
16553,2024,0,scala
16554,2025,2082,scala
16555,2013,0,scaled-minhash
16556,2016,0,scaled-minhash
16557,2017,0,scaled-minhash
16558,2018,0,scaled-minhash
16559,2019,0,scaled-minhash
16560,2020,0,scaled-minhash
16561,2021,0,scaled-minhash
16562,2022,0,scaled-minhash
16563,2023,0,scaled-minhash
16564,2024,0,scaled-minhash
16565,2025,532,scaled-minhash
16566,2013,0,scanpy
16567,2016,0,scanpy
16568,2017,0,scanpy
16569,2018,0,scanpy
16570,2019,0,scanpy
16571,2020,0,scanpy
16572,2021,0,scanpy
16573,2022,0,scanpy
16574,2023,0,scanpy
16575,2024,0,scanpy
16576,2025,3561,scanpy
16577,2013,0,science
16578,2016,0,science
16579,2017,477,science
16580,2018,490,science
16581,2019,558,science
16582,2020,627,science
16583,2021,627,science
16584,2022,627,science
16585,2023,1254,science
16586,2024,1441,science
16587,2025,10377,science
16588,2013,0,science-research
16589,2016,0,science-research
16590,2017,0,science-research
16591,2018,0,science-research
16592,2019,0,science-research
16593,2020,0,science-research
16594,2021,0,science-research
16595,2022,1187,science-research
16596,2023,1235,science-research
16597,2024,1235,science-research
16598,2025,1665,science-research
16599,2013,0,scientific
16600,2016,0,scientific
16601,2017,0,scientific
16602,2018,0,scientific
16603,2019,0,scientific
16604,2020,0,scientific
16605,2021,0,scientific
16606,2022,0,scientific
16607,2023,0,scientific
16608,2024,372,scientific
16609,2025,372,scientific
16610,2013,0,scientific-computing
16611,2016,0,scientific-computing
16612,2017,0,scientific-computing
16613,2018,0,scientific-computing
16614,2019,0,scientific-computing
16615,2020,24,scientific-computing
16616,2021,24,scientific-computing
16617,2022,54,scientific-computing
16618,2023,54,scientific-computing
16619,2024,54,scientific-computing
16620,2025,2791,scientific-computing
16621,2013,0,scientific-documents
16622,2016,0,scientific-documents
16623,2017,0,scientific-documents
16624,2018,0,scientific-documents
16625,2019,0,scientific-documents
16626,2020,0,scientific-documents
16627,2021,0,scientific-documents
16628,2022,0,scientific-documents
16629,2023,0,scientific-documents
16630,2024,0,scientific-documents
16631,2025,1907,scientific-documents
16632,2013,0,scientific-visualization
16633,2016,0,scientific-visualization
16634,2017,0,scientific-visualization
16635,2018,0,scientific-visualization
16636,2019,0,scientific-visualization
16637,2020,0,scientific-visualization
16638,2021,0,scientific-visualization
16639,2022,0,scientific-visualization
16640,2023,0,scientific-visualization
16641,2024,0,scientific-visualization
16642,2025,2117,scientific-visualization
16643,2013,0,scientific-workflows
16644,2016,0,scientific-workflows
16645,2017,0,scientific-workflows
16646,2018,0,scientific-workflows
16647,2019,0,scientific-workflows
16648,2020,0,scientific-workflows
16649,2021,0,scientific-workflows
16650,2022,0,scientific-workflows
16651,2023,0,scientific-workflows
16652,2024,1116,scientific-workflows
16653,2025,1116,scientific-workflows
16654,2013,0,scikit-learn
16655,2016,0,scikit-learn
16656,2017,23,scikit-learn
16657,2018,23,scikit-learn
16658,2019,23,scikit-learn
16659,2020,23,scikit-learn
16660,2021,23,scikit-learn
16661,2022,23,scikit-learn
16662,2023,23,scikit-learn
16663,2024,23,scikit-learn
16664,2025,655,scikit-learn
16665,2013,0,scipipe
16666,2016,0,scipipe
16667,2017,0,scipipe
16668,2018,0,scipipe
16669,2019,0,scipipe
16670,2020,0,scipipe
16671,2021,0,scipipe
16672,2022,0,scipipe
16673,2023,0,scipipe
16674,2024,1116,scipipe
16675,2025,1116,scipipe
16676,2013,0,scipy
16677,2016,0,scipy
16678,2017,0,scipy
16679,2018,0,scipy
16680,2019,21,scipy
16681,2020,21,scipy
16682,2021,21,scipy
16683,2022,21,scipy
16684,2023,21,scipy
16685,2024,21,scipy
16686,2025,21,scipy
16687,2013,0,scoring-functions
16688,2016,0,scoring-functions
16689,2017,11,scoring-functions
16690,2018,11,scoring-functions
16691,2019,11,scoring-functions
16692,2020,11,scoring-functions
16693,2021,11,scoring-functions
16694,2022,11,scoring-functions
16695,2023,11,scoring-functions
16696,2024,11,scoring-functions
16697,2025,11,scoring-functions
16698,2013,0,scrapy
16699,2016,0,scrapy
16700,2017,0,scrapy
16701,2018,0,scrapy
16702,2019,0,scrapy
16703,2020,0,scrapy
16704,2021,0,scrapy
16705,2022,0,scrapy
16706,2023,127,scrapy
16707,2024,127,scrapy
16708,2025,127,scrapy
16709,2013,0,script
16710,2016,0,script
16711,2017,0,script
16712,2018,0,script
16713,2019,102,script
16714,2020,102,script
16715,2021,102,script
16716,2022,102,script
16717,2023,102,script
16718,2024,102,script
16719,2025,102,script
16720,2013,0,scripts-collection
16721,2016,0,scripts-collection
16722,2017,0,scripts-collection
16723,2018,0,scripts-collection
16724,2019,48,scripts-collection
16725,2020,48,scripts-collection
16726,2021,48,scripts-collection
16727,2022,48,scripts-collection
16728,2023,48,scripts-collection
16729,2024,48,scripts-collection
16730,2025,48,scripts-collection
16731,2013,0,scrna
16732,2016,0,scrna
16733,2017,0,scrna
16734,2018,36,scrna
16735,2019,36,scrna
16736,2020,36,scrna
16737,2021,36,scrna
16738,2022,36,scrna
16739,2023,36,scrna
16740,2024,36,scrna
16741,2025,605,scrna
16742,2013,0,scrna-seq
16743,2016,0,scrna-seq
16744,2017,0,scrna-seq
16745,2018,0,scrna-seq
16746,2019,0,scrna-seq
16747,2020,40,scrna-seq
16748,2021,40,scrna-seq
16749,2022,40,scrna-seq
16750,2023,40,scrna-seq
16751,2024,1223,scrna-seq
16752,2025,1223,scrna-seq
16753,2013,0,scrnaseq-analysis
16754,2016,0,scrnaseq-analysis
16755,2017,0,scrnaseq-analysis
16756,2018,0,scrnaseq-analysis
16757,2019,0,scrnaseq-analysis
16758,2020,0,scrnaseq-analysis
16759,2021,0,scrnaseq-analysis
16760,2022,0,scrnaseq-analysis
16761,2023,0,scrnaseq-analysis
16762,2024,0,scrnaseq-analysis
16763,2025,569,scrnaseq-analysis
16764,2013,0,scverse
16765,2016,0,scverse
16766,2017,0,scverse
16767,2018,0,scverse
16768,2019,0,scverse
16769,2020,0,scverse
16770,2021,0,scverse
16771,2022,0,scverse
16772,2023,0,scverse
16773,2024,0,scverse
16774,2025,2992,scverse
16775,2013,0,seaborn
16776,2016,0,seaborn
16777,2017,23,seaborn
16778,2018,23,seaborn
16779,2019,44,seaborn
16780,2020,44,seaborn
16781,2021,44,seaborn
16782,2022,44,seaborn
16783,2023,44,seaborn
16784,2024,44,seaborn
16785,2025,44,seaborn
16786,2013,0,search
16787,2016,0,search
16788,2017,12,search
16789,2018,12,search
16790,2019,12,search
16791,2020,12,search
16792,2021,12,search
16793,2022,12,search
16794,2023,12,search
16795,2024,12,search
16796,2025,743,search
16797,2013,0,search-engine
16798,2016,0,search-engine
16799,2017,0,search-engine
16800,2018,0,search-engine
16801,2019,0,search-engine
16802,2020,0,search-engine
16803,2021,58,search-engine
16804,2022,58,search-engine
16805,2023,58,search-engine
16806,2024,58,search-engine
16807,2025,58,search-engine
16808,2013,0,secondary-structure
16809,2016,0,secondary-structure
16810,2017,0,secondary-structure
16811,2018,10,secondary-structure
16812,2019,10,secondary-structure
16813,2020,10,secondary-structure
16814,2021,10,secondary-structure
16815,2022,10,secondary-structure
16816,2023,10,secondary-structure
16817,2024,10,secondary-structure
16818,2025,10,secondary-structure
16819,2013,0,seed-matching
16820,2016,0,seed-matching
16821,2017,0,seed-matching
16822,2018,0,seed-matching
16823,2019,0,seed-matching
16824,2020,0,seed-matching
16825,2021,0,seed-matching
16826,2022,0,seed-matching
16827,2023,45,seed-matching
16828,2024,45,seed-matching
16829,2025,45,seed-matching
16830,2013,0,seeds
16831,2016,0,seeds
16832,2017,0,seeds
16833,2018,0,seeds
16834,2019,0,seeds
16835,2020,0,seeds
16836,2021,0,seeds
16837,2022,0,seeds
16838,2023,46,seeds
16839,2024,46,seeds
16840,2025,46,seeds
16841,2013,0,segmentation
16842,2016,0,segmentation
16843,2017,0,segmentation
16844,2018,0,segmentation
16845,2019,0,segmentation
