year;stars;forks;topic
2022;0;0;sublime-text
2023;271;31;sublime-text
2024;271;0;sublime-text
2025;271;0;sublime-text
2013;0;0;subpopulation
2016;0;0;subpopulation
2017;0;0;subpopulation
2018;0;0;subpopulation
2019;0;0;subpopulation
2020;0;0;subpopulation
2021;99;31;subpopulation
2022;99;0;subpopulation
2023;99;0;subpopulation
2024;99;0;subpopulation
2025;99;0;subpopulation
2013;0;0;subspace-learning
2016;0;0;subspace-learning
2017;0;0;subspace-learning
2018;0;0;subspace-learning
2019;0;0;subspace-learning
2020;32;7;subspace-learning
2021;32;0;subspace-learning
2022;32;0;subspace-learning
2023;32;0;subspace-learning
2024;32;0;subspace-learning
2025;32;0;subspace-learning
2013;0;0;succinct
2016;0;0;succinct
2017;0;0;succinct
2018;0;0;succinct
2019;0;0;succinct
2020;0;0;succinct
2021;0;0;succinct
2022;0;0;succinct
2023;0;0;succinct
2024;0;0;succinct
2025;683;140;succinct
2013;0;0;summary-statistics
2016;0;0;summary-statistics
2017;0;0;summary-statistics
2018;0;0;summary-statistics
2019;0;0;summary-statistics
2020;0;0;summary-statistics
2021;0;0;summary-statistics
2022;0;0;summary-statistics
2023;48;17;summary-statistics
2024;48;0;summary-statistics
2025;48;0;summary-statistics
2013;0;0;summerschool
2016;0;0;summerschool
2017;0;0;summerschool
2018;0;0;summerschool
2019;20;10;summerschool
2020;20;0;summerschool
2021;20;0;summerschool
2022;20;0;summerschool
2023;20;0;summerschool
2024;20;0;summerschool
2025;20;0;summerschool
2013;0;0;supernova
2016;0;0;supernova
2017;0;0;supernova
2018;0;0;supernova
2019;0;0;supernova
2020;0;0;supernova
2021;0;0;supernova
2022;0;0;supernova
2023;46;15;supernova
2024;46;0;supernova
2025;46;0;supernova
2013;0;0;superposition
2016;0;0;superposition
2017;0;0;superposition
2018;0;0;superposition
2019;0;0;superposition
2020;0;0;superposition
2021;0;0;superposition
2022;0;0;superposition
2023;66;13;superposition
2024;66;0;superposition
2025;66;0;superposition
2013;0;0;supervised-learning
2016;0;0;supervised-learning
2017;0;0;supervised-learning
2018;0;0;supervised-learning
2019;0;0;supervised-learning
2020;32;7;supervised-learning
2021;32;0;supervised-learning
2022;32;0;supervised-learning
2023;32;0;supervised-learning
2024;32;0;supervised-learning
2025;32;0;supervised-learning
2013;0;0;supplement
2016;0;0;supplement
2017;0;0;supplement
2018;0;0;supplement
2019;0;0;supplement
2020;0;0;supplement
2021;0;0;supplement
2022;0;0;supplement
2023;37;16;supplement
2024;37;0;supplement
2025;37;0;supplement
2013;0;0;survivor
2016;0;0;survivor
2017;0;0;survivor
2018;0;0;survivor
2019;0;0;survivor
2020;0;0;survivor
2021;0;0;survivor
2022;0;0;survivor
2023;406;49;survivor
2024;406;0;survivor
2025;406;0;survivor
2013;0;0;sv
2016;0;0;sv
2017;0;0;sv
2018;0;0;sv
2019;0;0;sv
2020;33;8;sv
2021;33;0;sv
2022;33;0;sv
2023;33;0;sv
2024;33;0;sv
2025;33;0;sv
2013;0;0;sv-merging
2016;0;0;sv-merging
2017;0;0;sv-merging
2018;0;0;sv-merging
2019;0;0;sv-merging
2020;0;0;sv-merging
2021;0;0;sv-merging
2022;0;0;sv-merging
2023;0;0;sv-merging
2024;0;0;sv-merging
2025;393;58;sv-merging
2013;0;0;svg
2016;0;0;svg
2017;0;0;svg
2018;0;0;svg
2019;0;0;svg
2020;33;8;svg
2021;33;0;svg
2022;33;0;svg
2023;33;0;svg
2024;112;19;svg
2025;112;0;svg
2013;0;0;swagger
2016;0;0;swagger
2017;0;0;swagger
2018;0;0;swagger
2019;0;0;swagger
2020;0;0;swagger
2021;0;0;swagger
2022;66;25;swagger
2023;66;0;swagger
2024;66;0;swagger
2025;66;0;swagger
2013;0;0;swarm
2016;0;0;swarm
2017;0;0;swarm
2018;0;0;swarm
2019;0;0;swarm
2020;24;9;swarm
2021;24;0;swarm
2022;24;0;swarm
2023;24;0;swarm
2024;24;0;swarm
2025;24;0;swarm
2013;0;0;swarm-intelligence
2016;0;0;swarm-intelligence
2017;0;0;swarm-intelligence
2018;0;0;swarm-intelligence
2019;0;0;swarm-intelligence
2020;24;9;swarm-intelligence
2021;24;0;swarm-intelligence
2022;24;0;swarm-intelligence
2023;24;0;swarm-intelligence
2024;24;0;swarm-intelligence
2025;24;0;swarm-intelligence
2013;0;0;swi-prolog
2016;0;0;swi-prolog
2017;0;0;swi-prolog
2018;0;0;swi-prolog
2019;0;0;swi-prolog
2020;0;0;swi-prolog
2021;0;0;swi-prolog
2022;0;0;swi-prolog
2023;157;17;swi-prolog
2024;157;0;swi-prolog
2025;157;0;swi-prolog
2013;0;0;synbio
2016;0;0;synbio
2017;0;0;synbio
2018;0;0;synbio
2019;0;0;synbio
2020;0;0;synbio
2021;0;0;synbio
2022;22;0;synbio
2023;22;0;synbio
2024;741;73;synbio
2025;741;0;synbio
2013;0;0;syntax-highlighting
2016;0;0;syntax-highlighting
2017;16;2;syntax-highlighting
2018;16;0;syntax-highlighting
2019;16;0;syntax-highlighting
2020;16;0;syntax-highlighting
2021;16;0;syntax-highlighting
2022;16;0;syntax-highlighting
2023;287;31;syntax-highlighting
2024;287;0;syntax-highlighting
2025;287;0;syntax-highlighting
2013;0;0;synteny
2016;0;0;synteny
2017;0;0;synteny
2018;0;0;synteny
2019;0;0;synteny
2020;33;8;synteny
2021;79;22;synteny
2022;79;0;synteny
2023;79;0;synteny
2024;79;0;synteny
2025;961;197;synteny
2013;0;0;synthetic-biology
2016;0;0;synthetic-biology
2017;0;0;synthetic-biology
2018;0;0;synthetic-biology
2019;0;0;synthetic-biology
2020;0;0;synthetic-biology
2021;0;0;synthetic-biology
2022;22;0;synthetic-biology
2023;58;9;synthetic-biology
2024;925;85;synthetic-biology
2025;1596;103;synthetic-biology
2013;0;0;systems-biology
2016;0;0;systems-biology
2017;0;0;systems-biology
2018;0;0;systems-biology
2019;0;0;systems-biology
2020;29;18;systems-biology
2021;29;0;systems-biology
2022;29;0;systems-biology
2023;29;0;systems-biology
2024;419;78;systems-biology
2025;954;234;systems-biology
2013;0;0;t-cell
2016;0;0;t-cell
2017;0;0;t-cell
2018;39;7;t-cell
2019;39;0;t-cell
2020;39;0;t-cell
2021;39;0;t-cell
2022;39;0;t-cell
2023;39;0;t-cell
2024;181;42;t-cell
2025;181;0;t-cell
2013;0;0;t-cell-receptor
2016;0;0;t-cell-receptor
2017;0;0;t-cell-receptor
2018;0;0;t-cell-receptor
2019;0;0;t-cell-receptor
2020;0;0;t-cell-receptor
2021;0;0;t-cell-receptor
2022;0;0;t-cell-receptor
2023;0;0;t-cell-receptor
2024;142;42;t-cell-receptor
2025;142;0;t-cell-receptor
2013;0;0;tad
2016;0;0;tad
2017;0;0;tad
2018;0;0;tad
2019;0;0;tad
2020;0;0;tad
2021;0;0;tad
2022;45;11;tad
2023;45;0;tad
2024;45;0;tad
2025;45;0;tad
2013;0;0;tads
2016;0;0;tads
2017;0;0;tads
2018;0;0;tads
2019;0;0;tads
2020;0;0;tads
2021;0;0;tads
2022;45;11;tads
2023;45;0;tads
2024;45;0;tads
2025;45;0;tads
2013;0;0;target-panels
2016;0;0;target-panels
2017;0;0;target-panels
2018;0;0;target-panels
2019;0;0;target-panels
2020;0;0;target-panels
2021;0;0;target-panels
2022;0;0;target-panels
2023;0;0;target-panels
2024;0;0;target-panels
2025;528;498;target-panels
2013;0;0;taxdump
2016;0;0;taxdump
2017;0;0;taxdump
2018;0;0;taxdump
2019;0;0;taxdump
2020;0;0;taxdump
2021;0;0;taxdump
2022;0;0;taxdump
2023;0;0;taxdump
2024;0;0;taxdump
2025;452;32;taxdump
2013;0;0;taxid
2016;0;0;taxid
2017;0;0;taxid
2018;0;0;taxid
2019;0;0;taxid
2020;0;0;taxid
2021;0;0;taxid
2022;22;0;taxid
2023;22;0;taxid
2024;22;0;taxid
2025;474;32;taxid
2013;0;0;taxonkit
2016;0;0;taxonkit
2017;0;0;taxonkit
2018;0;0;taxonkit
2019;0;0;taxonkit
2020;0;0;taxonkit
2021;0;0;taxonkit
2022;0;0;taxonkit
2023;0;0;taxonkit
2024;0;0;taxonkit
2025;452;32;taxonkit
2013;0;0;taxonomic-classification
2016;0;0;taxonomic-classification
2017;0;0;taxonomic-classification
2018;0;0;taxonomic-classification
2019;0;0;taxonomic-classification
2020;0;0;taxonomic-classification
2021;0;0;taxonomic-classification
2022;143;24;taxonomic-classification
2023;143;0;taxonomic-classification
2024;143;0;taxonomic-classification
2025;676;88;taxonomic-classification
2013;0;0;taxonomic-profiling
2016;0;0;taxonomic-profiling
2017;0;0;taxonomic-profiling
2018;0;0;taxonomic-profiling
2019;0;0;taxonomic-profiling
2020;0;0;taxonomic-profiling
2021;0;0;taxonomic-profiling
2022;0;0;taxonomic-profiling
2023;0;0;taxonomic-profiling
2024;0;0;taxonomic-profiling
2025;533;88;taxonomic-profiling
2013;0;0;taxonomy
2016;14;2;taxonomy
2017;14;0;taxonomy
2018;14;0;taxonomy
2019;14;0;taxonomy
2020;14;0;taxonomy
2021;14;0;taxonomy
2022;110;32;taxonomy
2023;153;7;taxonomy
2024;153;0;taxonomy
2025;3620;550;taxonomy
2013;0;0;tcga
2016;0;0;tcga
2017;0;0;tcga
2018;0;0;tcga
2019;0;0;tcga
2020;0;0;tcga
2021;0;0;tcga
2022;0;0;tcga
2023;0;0;tcga
2024;0;0;tcga
2025;481;224;tcga
2013;0;0;tcr
2016;0;0;tcr
2017;0;0;tcr
2018;0;0;tcr
2019;0;0;tcr
2020;40;21;tcr
2021;40;0;tcr
2022;40;0;tcr
2023;40;0;tcr
2024;40;0;tcr
2025;40;0;tcr
2013;0;0;tcr-repertoire
2016;0;0;tcr-repertoire
2017;0;0;tcr-repertoire
2018;0;0;tcr-repertoire
2019;0;0;tcr-repertoire
2020;40;21;tcr-repertoire
2021;40;0;tcr-repertoire
2022;40;0;tcr-repertoire
2023;40;0;tcr-repertoire
2024;40;0;tcr-repertoire
2025;40;0;tcr-repertoire
2013;0;0;teaching
2016;0;0;teaching
2017;12;7;teaching
2018;32;11;teaching
2019;32;0;teaching
2020;32;0;teaching
2021;32;0;teaching
2022;32;0;teaching
2023;32;0;teaching
2024;32;0;teaching
2025;32;0;teaching
2013;0;0;teaching-materials
2016;0;0;teaching-materials
2017;12;7;teaching-materials
2018;32;11;teaching-materials
2019;32;0;teaching-materials
2020;32;0;teaching-materials
2021;32;0;teaching-materials
2022;32;0;teaching-materials
2023;32;0;teaching-materials
2024;32;0;teaching-materials
2025;32;0;teaching-materials
2013;0;0;team-rosalind
2016;0;0;team-rosalind
2017;0;0;team-rosalind
2018;0;0;team-rosalind
2019;0;0;team-rosalind
2020;24;18;team-rosalind
2021;24;0;team-rosalind
2022;24;0;team-rosalind
2023;24;0;team-rosalind
2024;24;0;team-rosalind
2025;24;0;team-rosalind
2013;0;0;technical-computing
2016;0;0;technical-computing
2017;0;0;technical-computing
2018;0;0;technical-computing
2019;0;0;technical-computing
2020;0;0;technical-computing
2021;0;0;technical-computing
2022;0;0;technical-computing
2023;0;0;technical-computing
2024;0;0;technical-computing
2025;514;42;technical-computing
2013;0;0;telecomunications
2016;0;0;telecomunications
2017;0;0;telecomunications
2018;0;0;telecomunications
2019;0;0;telecomunications
2020;0;0;telecomunications
2021;27;1;telecomunications
2022;27;0;telecomunications
2023;27;0;telecomunications
2024;27;0;telecomunications
2025;27;0;telecomunications
2013;0;0;temperature-data
2016;0;0;temperature-data
2017;0;0;temperature-data
2018;0;0;temperature-data
2019;0;0;temperature-data
2020;63;15;temperature-data
2021;63;0;temperature-data
2022;63;0;temperature-data
2023;63;0;temperature-data
2024;63;0;temperature-data
2025;63;0;temperature-data
2013;0;0;template
2016;0;0;template
2017;0;0;template
2018;19;8;template
2019;19;0;template
2020;19;0;template
2021;19;0;template
2022;19;0;template
2023;19;0;template
2024;19;0;template
2025;19;0;template
2013;0;0;tensorflow
2016;15;7;tensorflow
2017;45;16;tensorflow
2018;45;0;tensorflow
2019;91;29;tensorflow
2020;339;56;tensorflow
2021;1167;123;tensorflow
2022;1167;0;tensorflow
2023;1284;22;tensorflow
2024;1557;86;tensorflow
2025;5140;769;tensorflow
2013;0;0;terpene-profile
2016;0;0;terpene-profile
2017;0;0;terpene-profile
2018;0;0;terpene-profile
2019;0;0;terpene-profile
2020;0;0;terpene-profile
2021;0;0;terpene-profile
2022;0;0;terpene-profile
2023;128;18;terpene-profile
2024;128;0;terpene-profile
2025;128;0;terpene-profile
2013;0;0;terpenes
2016;0;0;terpenes
2017;0;0;terpenes
2018;0;0;terpenes
2019;0;0;terpenes
2020;0;0;terpenes
2021;0;0;terpenes
2022;0;0;terpenes
2023;128;18;terpenes
2024;128;0;terpenes
2025;128;0;terpenes
2013;0;0;text-mining
2016;0;0;text-mining
2017;0;0;text-mining
2018;0;0;text-mining
2019;13;5;text-mining
2020;13;0;text-mining
2021;13;0;text-mining
2022;13;0;text-mining
2023;13;0;text-mining
2024;13;0;text-mining
2025;13;0;text-mining
2013;0;0;text-search
2016;0;0;text-search
2017;0;0;text-search
2018;0;0;text-search
2019;0;0;text-search
2020;0;0;text-search
2021;23;5;text-search
2022;23;0;text-search
2023;23;0;text-search
2024;23;0;text-search
2025;23;0;text-search
2013;0;0;therapeutics
2016;0;0;therapeutics
2017;0;0;therapeutics
2018;0;0;therapeutics
2019;0;0;therapeutics
2020;0;0;therapeutics
2021;0;0;therapeutics
2022;0;0;therapeutics
2023;0;0;therapeutics
2024;682;132;therapeutics
2025;1873;202;therapeutics
2013;0;0;tidyverse
2016;0;0;tidyverse
2017;0;0;tidyverse
2018;0;0;tidyverse
2019;0;0;tidyverse
2020;0;0;tidyverse
2021;0;0;tidyverse
2022;0;0;tidyverse
2023;49;25;tidyverse
2024;49;0;tidyverse
2025;49;0;tidyverse
2013;0;0;til
2016;0;0;til
2017;0;0;til
2018;0;0;til
2019;0;0;til
2020;0;0;til
2021;0;0;til
2022;27;1;til
2023;27;0;til
2024;27;0;til
2025;27;0;til
2013;0;0;time-series
2016;0;0;time-series
2017;0;0;time-series
2018;0;0;time-series
2019;0;0;time-series
2020;38;6;time-series
2021;38;0;time-series
2022;38;0;time-series
2023;38;0;time-series
2024;38;0;time-series
2025;38;0;time-series
2013;0;0;time-series-analysis
2016;0;0;time-series-analysis
2017;0;0;time-series-analysis
2018;0;0;time-series-analysis
2019;0;0;time-series-analysis
2020;31;9;time-series-analysis
2021;31;0;time-series-analysis
2022;31;0;time-series-analysis
2023;31;0;time-series-analysis
2024;31;0;time-series-analysis
2025;31;0;time-series-analysis
2013;0;0;time-series-clustering
2016;0;0;time-series-clustering
2017;0;0;time-series-clustering
2018;0;0;time-series-clustering
2019;0;0;time-series-clustering
2020;17;4;time-series-clustering
2021;17;0;time-series-clustering
2022;17;0;time-series-clustering
2023;17;0;time-series-clustering
2024;17;0;time-series-clustering
2025;17;0;time-series-clustering
2013;0;0;tissue
2016;0;0;tissue
2017;0;0;tissue
2018;0;0;tissue
2019;10;6;tissue
2020;10;0;tissue
2021;10;0;tissue
2022;10;0;tissue
2023;10;0;tissue
2024;10;0;tissue
2025;10;0;tissue
2013;0;0;titan
2016;120;19;titan
2017;120;0;titan
2018;120;0;titan
2019;120;0;titan
2020;120;0;titan
2021;120;0;titan
2022;120;0;titan
2023;120;0;titan
2024;120;0;titan
2025;120;0;titan
2013;0;0;tngs
2016;0;0;tngs
2017;0;0;tngs
2018;0;0;tngs
2019;0;0;tngs
2020;0;0;tngs
2021;0;0;tngs
2022;0;0;tngs
2023;0;0;tngs
2024;0;0;tngs
2025;522;40;tngs
2013;0;0;tokenizer
2016;0;0;tokenizer
2017;0;0;tokenizer
2018;0;0;tokenizer
2019;33;5;tokenizer
2020;33;0;tokenizer
2021;33;0;tokenizer
2022;33;0;tokenizer
2023;33;0;tokenizer
2024;33;0;tokenizer
2025;33;0;tokenizer
2013;0;0;tool
2016;0;0;tool
2017;10;3;tool
2018;47;6;tool
2019;114;18;tool
2020;114;0;tool
2021;114;0;tool
2022;228;18;tool
2023;228;0;tool
2024;228;0;tool
2025;2850;272;tool
2013;0;0;toolkit
2016;0;0;toolkit
2017;0;0;toolkit
2018;0;0;toolkit
2019;0;0;toolkit
2020;0;0;toolkit
2021;0;0;toolkit
2022;0;0;toolkit
2023;0;0;toolkit
2024;1111;296;toolkit
2025;3733;272;toolkit
2013;0;0;tools
2016;0;0;tools
2017;0;0;tools
2018;0;0;tools
2019;328;45;tools
2020;328;0;tools
2021;328;0;tools
2022;328;0;tools
2023;328;0;tools
2024;328;0;tools
2025;328;0;tools
2013;0;0;topological-data-analysis
2016;0;0;topological-data-analysis
2017;0;0;topological-data-analysis
2018;0;0;topological-data-analysis
2019;0;0;topological-data-analysis
2020;0;0;topological-data-analysis
2021;0;0;topological-data-analysis
2022;0;0;topological-data-analysis
2023;0;0;topological-data-analysis
2024;96;50;topological-data-analysis
2025;96;0;topological-data-analysis
2013;0;0;toxicity
2016;0;0;toxicity
2017;0;0;toxicity
2018;0;0;toxicity
2019;0;0;toxicity
2020;0;0;toxicity
2021;19;3;toxicity
2022;19;0;toxicity
2023;19;0;toxicity
2024;19;0;toxicity
2025;19;0;toxicity
2013;0;0;toxicology
2016;0;0;toxicology
2017;10;10;toxicology
2018;10;0;toxicology
2019;10;0;toxicology
2020;10;0;toxicology
2021;10;0;toxicology
2022;10;0;toxicology
2023;10;0;toxicology
2024;10;0;toxicology
2025;10;0;toxicology
2013;0;0;trac-looping
2016;0;0;trac-looping
2017;0;0;trac-looping
2018;0;0;trac-looping
2019;0;0;trac-looping
2020;0;0;trac-looping
2021;0;0;trac-looping
2022;114;18;trac-looping
2023;114;0;trac-looping
2024;114;0;trac-looping
2025;114;0;trac-looping
2013;0;0;tracking
2016;0;0;tracking
2017;0;0;tracking
2018;0;0;tracking
2019;0;0;tracking
2020;131;28;tracking
2021;131;0;tracking
2022;131;0;tracking
2023;131;0;tracking
2024;131;0;tracking
2025;131;0;tracking
2013;0;0;tracking-algorithm
2016;0;0;tracking-algorithm
2017;0;0;tracking-algorithm
2018;0;0;tracking-algorithm
2019;0;0;tracking-algorithm
2020;110;20;tracking-algorithm
2021;110;0;tracking-algorithm
2022;110;0;tracking-algorithm
2023;110;0;tracking-algorithm
2024;110;0;tracking-algorithm
2025;110;0;tracking-algorithm
2013;0;0;trajectory-generation
2016;0;0;trajectory-generation
2017;0;0;trajectory-generation
2018;0;0;trajectory-generation
2019;0;0;trajectory-generation
2020;0;0;trajectory-generation
2021;0;0;trajectory-generation
2022;0;0;trajectory-generation
2023;0;0;trajectory-generation
2024;0;0;trajectory-generation
2025;411;50;trajectory-generation
2013;0;0;transcription-factors
2016;15;7;transcription-factors
2017;15;0;transcription-factors
2018;144;35;transcription-factors
2019;144;0;transcription-factors
2020;144;0;transcription-factors
2021;164;1;transcription-factors
2022;164;0;transcription-factors
2023;164;0;transcription-factors
2024;164;0;transcription-factors
2025;164;0;transcription-factors
2013;0;0;transcriptome
2016;0;0;transcriptome
2017;0;0;transcriptome
2018;0;0;transcriptome
2019;0;0;transcriptome
2020;88;41;transcriptome
2021;104;1;transcriptome
2022;104;0;transcriptome
2023;213;28;transcriptome
2024;1070;181;transcriptome
2025;1070;0;transcriptome
2013;0;0;transcriptome-assembly
2016;0;0;transcriptome-assembly
2017;0;0;transcriptome-assembly
2018;0;0;transcriptome-assembly
2019;0;0;transcriptome-assembly
2020;0;0;transcriptome-assembly
2021;0;0;transcriptome-assembly
2022;0;0;transcriptome-assembly
2023;34;14;transcriptome-assembly
2024;34;0;transcriptome-assembly
2025;34;0;transcriptome-assembly
2013;0;0;transcriptomic
2016;0;0;transcriptomic
2017;0;0;transcriptomic
2018;0;0;transcriptomic
2019;0;0;transcriptomic
2020;0;0;transcriptomic
2021;0;0;transcriptomic
2022;35;7;transcriptomic
2023;35;0;transcriptomic
2024;35;0;transcriptomic
2025;35;0;transcriptomic
2013;0;0;transcriptomics
2016;0;0;transcriptomics
2017;0;0;transcriptomics
2018;0;0;transcriptomics
2019;0;0;transcriptomics
2020;91;22;transcriptomics
2021;190;31;transcriptomics
2022;224;14;transcriptomics
2023;391;38;transcriptomics
2024;897;133;transcriptomics
2025;4612;947;transcriptomics
2013;0;0;transcripts
2016;0;0;transcripts
2017;0;0;transcripts
2018;0;0;transcripts
2019;0;0;transcripts
2020;0;0;transcripts
2021;0;0;transcripts
2022;19;4;transcripts
2023;80;15;transcripts
2024;80;0;transcripts
2025;80;0;transcripts
2013;0;0;transferlearning
2016;0;0;transferlearning
2017;0;0;transferlearning
2018;0;0;transferlearning
2019;0;0;transferlearning
2020;0;0;transferlearning
2021;17;2;transferlearning
2022;17;0;transferlearning
2023;17;0;transferlearning
2024;17;0;transferlearning
2025;17;0;transferlearning
2013;0;0;transformer
2016;0;0;transformer
2017;0;0;transformer
2018;0;0;transformer
2019;0;0;transformer
2020;0;0;transformer
2021;0;0;transformer
2022;20;5;transformer
2023;211;34;transformer
2024;211;0;transformer
2025;211;0;transformer
2013;0;0;transformers
2016;0;0;transformers
2017;0;0;transformers
2018;0;0;transformers
2019;0;0;transformers
2020;0;0;transformers
2021;0;0;transformers
2022;64;12;transformers
2023;64;0;transformers
2024;64;0;transformers
2025;64;0;transformers
2013;0;0;transposable-elements
2016;0;0;transposable-elements
2017;0;0;transposable-elements
2018;13;7;transposable-elements
2019;13;0;transposable-elements
2020;13;0;transposable-elements
2021;32;1;transposable-elements
2022;32;0;transposable-elements
2023;91;11;transposable-elements
2024;91;0;transposable-elements
2025;91;0;transposable-elements
2013;0;0;transposons
2016;0;0;transposons
2017;0;0;transposons
2018;0;0;transposons
2019;0;0;transposons
