,year,stars,forks,topic
15328,2020,0,0,python3
15329,2021,0,0,python3
15330,2022,50,24,python3
15331,2023,96,13,python3
15332,2024,96,0,python3
15333,2025,96,0,python3
15334,2013,0,0,pytorch
15335,2016,0,0,pytorch
15336,2017,0,0,pytorch
15337,2018,0,0,pytorch
15338,2019,0,0,pytorch
15339,2020,34,9,pytorch
15340,2021,66,14,pytorch
15341,2022,1294,169,pytorch
15342,2023,1401,22,pytorch
15343,2024,1401,0,pytorch
15344,2025,2553,138,pytorch
15345,2013,0,0,pytorch-geometric
15346,2016,0,0,pytorch-geometric
15347,2017,0,0,pytorch-geometric
15348,2018,0,0,pytorch-geometric
15349,2019,0,0,pytorch-geometric
15350,2020,0,0,pytorch-geometric
15351,2021,0,0,pytorch-geometric
15352,2022,0,0,pytorch-geometric
15353,2023,0,0,pytorch-geometric
15354,2024,0,0,pytorch-geometric
15355,2025,1152,138,pytorch-geometric
15356,2013,0,0,pytorch-implmention
15357,2016,0,0,pytorch-implmention
15358,2017,0,0,pytorch-implmention
15359,2018,0,0,pytorch-implmention
15360,2019,21,8,pytorch-implmention
15361,2020,21,0,pytorch-implmention
15362,2021,21,0,pytorch-implmention
15363,2022,21,0,pytorch-implmention
15364,2023,21,0,pytorch-implmention
15365,2024,21,0,pytorch-implmention
15366,2025,21,0,pytorch-implmention
15367,2013,0,0,qc
15368,2016,0,0,qc
15369,2017,0,0,qc
15370,2018,0,0,qc
15371,2019,18,10,qc
15372,2020,230,53,qc
15373,2021,230,0,qc
15374,2022,230,0,qc
15375,2023,230,0,qc
15376,2024,230,0,qc
15377,2025,2487,366,qc
15378,2013,0,0,qc-analysis
15379,2016,0,0,qc-analysis
15380,2017,0,0,qc-analysis
15381,2018,0,0,qc-analysis
15382,2019,0,0,qc-analysis
15383,2020,0,0,qc-analysis
15384,2021,0,0,qc-analysis
15385,2022,0,0,qc-analysis
15386,2023,0,0,qc-analysis
15387,2024,99,16,qc-analysis
15388,2025,99,0,qc-analysis
15389,2013,0,0,qiime
15390,2016,0,0,qiime
15391,2017,0,0,qiime
15392,2018,0,0,qiime
15393,2019,0,0,qiime
15394,2020,0,0,qiime
15395,2021,0,0,qiime
15396,2022,0,0,qiime
15397,2023,47,18,qiime
15398,2024,47,0,qiime
15399,2025,47,0,qiime
15400,2013,0,0,qpcr
15401,2016,0,0,qpcr
15402,2017,0,0,qpcr
15403,2018,0,0,qpcr
15404,2019,0,0,qpcr
15405,2020,0,0,qpcr
15406,2021,0,0,qpcr
15407,2022,0,0,qpcr
15408,2023,62,24,qpcr
15409,2024,62,0,qpcr
15410,2025,62,0,qpcr
15411,2013,0,0,qrs
15412,2016,0,0,qrs
15413,2017,0,0,qrs
15414,2018,0,0,qrs
15415,2019,0,0,qrs
15416,2020,0,0,qrs
15417,2021,0,0,qrs
15418,2022,0,0,qrs
15419,2023,0,0,qrs
15420,2024,273,86,qrs
15421,2025,273,0,qrs
15422,2013,0,0,qsar
15423,2016,0,0,qsar
15424,2017,0,0,qsar
15425,2018,0,0,qsar
15426,2019,0,0,qsar
15427,2020,0,0,qsar
15428,2021,0,0,qsar
15429,2022,0,0,qsar
15430,2023,0,0,qsar
15431,2024,1205,320,qsar
15432,2025,1205,0,qsar
15433,2013,0,0,qt5
15434,2016,0,0,qt5
15435,2017,32,5,qt5
15436,2018,32,0,qt5
15437,2019,32,0,qt5
15438,2020,145,24,qt5
15439,2021,145,0,qt5
15440,2022,145,0,qt5
15441,2023,145,0,qt5
15442,2024,145,0,qt5
15443,2025,145,0,qt5
15444,2013,0,0,qtl
15445,2016,0,0,qtl
15446,2017,0,0,qtl
15447,2018,0,0,qtl
15448,2019,0,0,qtl
15449,2020,0,0,qtl
15450,2021,0,0,qtl
15451,2022,0,0,qtl
15452,2023,42,14,qtl
15453,2024,42,0,qtl
15454,2025,42,0,qtl
15455,2013,0,0,quality
15456,2016,0,0,quality
15457,2017,0,0,quality
15458,2018,0,0,quality
15459,2019,0,0,quality
15460,2020,0,0,quality
15461,2021,0,0,quality
15462,2022,0,0,quality
15463,2023,0,0,quality
15464,2024,0,0,quality
15465,2025,2257,366,quality
15466,2013,0,0,quality-control
15467,2016,0,0,quality-control
15468,2017,40,7,quality-control
15469,2018,40,0,quality-control
15470,2019,58,10,quality-control
15471,2020,270,53,quality-control
15472,2021,270,0,quality-control
15473,2022,270,0,quality-control
15474,2023,270,0,quality-control
15475,2024,270,0,quality-control
15476,2025,3926,1011,quality-control
15477,2013,0,0,quality-score
15478,2016,0,0,quality-score
15479,2017,0,0,quality-score
15480,2018,0,0,quality-score
15481,2019,0,0,quality-score
15482,2020,21,3,quality-score
15483,2021,21,0,quality-score
15484,2022,21,0,quality-score
15485,2023,21,0,quality-score
15486,2024,21,0,quality-score
15487,2025,21,0,quality-score
15488,2013,0,0,quantification
15489,2016,0,0,quantification
15490,2017,0,0,quantification
15491,2018,0,0,quantification
15492,2019,0,0,quantification
15493,2020,0,0,quantification
15494,2021,0,0,quantification
15495,2022,19,4,quantification
15496,2023,19,0,quantification
15497,2024,876,181,quantification
15498,2025,876,0,quantification
15499,2013,0,0,quantum-chemistry
15500,2016,0,0,quantum-chemistry
15501,2017,0,0,quantum-chemistry
15502,2018,0,0,quantum-chemistry
15503,2019,0,0,quantum-chemistry
15504,2020,0,0,quantum-chemistry
15505,2021,0,0,quantum-chemistry
15506,2022,0,0,quantum-chemistry
15507,2023,75,11,quantum-chemistry
15508,2024,178,34,quantum-chemistry
15509,2025,178,0,quantum-chemistry
15510,2013,0,0,quantum-computing
15511,2016,0,0,quantum-computing
15512,2017,0,0,quantum-computing
15513,2018,0,0,quantum-computing
15514,2019,0,0,quantum-computing
15515,2020,0,0,quantum-computing
15516,2021,0,0,quantum-computing
15517,2022,0,0,quantum-computing
15518,2023,0,0,quantum-computing
15519,2024,96,50,quantum-computing
15520,2025,96,0,quantum-computing
15521,2013,0,0,quasi-mapping
15522,2016,0,0,quasi-mapping
15523,2017,0,0,quasi-mapping
15524,2018,0,0,quasi-mapping
15525,2019,0,0,quasi-mapping
15526,2020,0,0,quasi-mapping
15527,2021,0,0,quasi-mapping
15528,2022,0,0,quasi-mapping
15529,2023,0,0,quasi-mapping
15530,2024,857,181,quasi-mapping
15531,2025,857,0,quasi-mapping
15532,2013,0,0,quasispecies
15533,2016,0,0,quasispecies
15534,2017,0,0,quasispecies
15535,2018,26,31,quasispecies
15536,2019,26,0,quasispecies
15537,2020,26,0,quasispecies
15538,2021,26,0,quasispecies
15539,2022,26,0,quasispecies
15540,2023,26,0,quasispecies
15541,2024,26,0,quasispecies
15542,2025,26,0,quasispecies
15543,2013,0,0,query-builder
15544,2016,0,0,query-builder
15545,2017,0,0,query-builder
15546,2018,0,0,query-builder
15547,2019,0,0,query-builder
15548,2020,0,0,query-builder
15549,2021,0,0,query-builder
15550,2022,0,0,query-builder
15551,2023,472,59,query-builder
15552,2024,472,0,query-builder
15553,2025,472,0,query-builder
15554,2013,0,0,qwen
15555,2016,0,0,qwen
15556,2017,0,0,qwen
15557,2018,0,0,qwen
15558,2019,0,0,qwen
15559,2020,0,0,qwen
15560,2021,0,0,qwen
15561,2022,0,0,qwen
15562,2023,0,0,qwen
15563,2024,0,0,qwen
15564,2025,623,52,qwen
15565,2013,0,0,r
15566,2016,0,0,r
15567,2017,46,15,r
15568,2018,102,16,r
15569,2019,227,48,r
15570,2020,363,62,r
15571,2021,469,35,r
15572,2022,718,117,r
15573,2023,780,6,r
15574,2024,1747,284,r
15575,2025,3270,539,r
15576,2013,0,0,radar-chart
15577,2016,0,0,radar-chart
15578,2017,0,0,radar-chart
15579,2018,0,0,radar-chart
15580,2019,0,0,radar-chart
15581,2020,0,0,radar-chart
15582,2021,0,0,radar-chart
15583,2022,0,0,radar-chart
15584,2023,0,0,radar-chart
15585,2024,0,0,radar-chart
15586,2025,1018,54,radar-chart
15587,2013,0,0,rag
15588,2016,0,0,rag
15589,2017,0,0,rag
15590,2018,0,0,rag
15591,2019,0,0,rag
15592,2020,0,0,rag
15593,2021,0,0,rag
15594,2022,0,0,rag
15595,2023,0,0,rag
15596,2024,924,108,rag
15597,2025,924,0,rag
15598,2013,0,0,rails-application
15599,2016,0,0,rails-application
15600,2017,10,2,rails-application
15601,2018,10,0,rails-application
15602,2019,10,0,rails-application
15603,2020,10,0,rails-application
15604,2021,10,0,rails-application
15605,2022,10,0,rails-application
15606,2023,10,0,rails-application
15607,2024,10,0,rails-application
15608,2025,10,0,rails-application
15609,2013,0,0,raku
15610,2016,0,0,raku
15611,2017,0,0,raku
15612,2018,48,13,raku
15613,2019,48,0,raku
15614,2020,48,0,raku
15615,2021,48,0,raku
15616,2022,48,0,raku
15617,2023,48,0,raku
15618,2024,48,0,raku
15619,2025,48,0,raku
15620,2013,0,0,rakudo
15621,2016,0,0,rakudo
15622,2017,0,0,rakudo
15623,2018,48,13,rakudo
15624,2019,48,0,rakudo
15625,2020,48,0,rakudo
15626,2021,48,0,rakudo
15627,2022,48,0,rakudo
15628,2023,48,0,rakudo
15629,2024,48,0,rakudo
15630,2025,48,0,rakudo
15631,2013,0,0,random-forest-classifier
15632,2016,0,0,random-forest-classifier
15633,2017,0,0,random-forest-classifier
15634,2018,0,0,random-forest-classifier
15635,2019,0,0,random-forest-classifier
15636,2020,0,0,random-forest-classifier
15637,2021,28,10,random-forest-classifier
15638,2022,28,0,random-forest-classifier
15639,2023,28,0,random-forest-classifier
15640,2024,28,0,random-forest-classifier
15641,2025,28,0,random-forest-classifier
15642,2013,0,0,raspberry-pi
15643,2016,0,0,raspberry-pi
15644,2017,0,0,raspberry-pi
15645,2018,0,0,raspberry-pi
15646,2019,0,0,raspberry-pi
15647,2020,24,0,raspberry-pi
15648,2021,24,0,raspberry-pi
15649,2022,24,0,raspberry-pi
15650,2023,24,0,raspberry-pi
15651,2024,24,0,raspberry-pi
15652,2025,24,0,raspberry-pi
15653,2013,0,0,ratatui
15654,2016,0,0,ratatui
15655,2017,0,0,ratatui
15656,2018,0,0,ratatui
15657,2019,0,0,ratatui
15658,2020,0,0,ratatui
15659,2021,0,0,ratatui
15660,2022,0,0,ratatui
15661,2023,0,0,ratatui
15662,2024,0,0,ratatui
15663,2025,427,16,ratatui
15664,2013,0,0,rcpp
15665,2016,0,0,rcpp
15666,2017,0,0,rcpp
15667,2018,0,0,rcpp
15668,2019,0,0,rcpp
15669,2020,17,3,rcpp
15670,2021,36,1,rcpp
15671,2022,36,0,rcpp
15672,2023,36,0,rcpp
15673,2024,36,0,rcpp
15674,2025,36,0,rcpp
15675,2013,0,0,rcppparallel
15676,2016,0,0,rcppparallel
15677,2017,0,0,rcppparallel
15678,2018,0,0,rcppparallel
15679,2019,0,0,rcppparallel
15680,2020,0,0,rcppparallel
15681,2021,19,1,rcppparallel
15682,2022,19,0,rcppparallel
15683,2023,19,0,rcppparallel
15684,2024,19,0,rcppparallel
15685,2025,19,0,rcppparallel
15686,2013,0,0,rcsb
15687,2016,0,0,rcsb
15688,2017,0,0,rcsb
15689,2018,0,0,rcsb
15690,2019,0,0,rcsb
15691,2020,0,0,rcsb
15692,2021,0,0,rcsb
15693,2022,0,0,rcsb
15694,2023,0,0,rcsb
15695,2024,0,0,rcsb
15696,2025,436,121,rcsb
15697,2013,0,0,rdf
15698,2016,0,0,rdf
15699,2017,0,0,rdf
15700,2018,0,0,rdf
15701,2019,0,0,rdf
15702,2020,35,6,rdf
15703,2021,35,0,rdf
15704,2022,35,0,rdf
15705,2023,82,8,rdf
15706,2024,82,0,rdf
15707,2025,82,0,rdf
15708,2013,0,0,rdkit
15709,2016,0,0,rdkit
15710,2017,0,0,rdkit
15711,2018,0,0,rdkit
15712,2019,0,0,rdkit
15713,2020,0,0,rdkit
15714,2021,42,6,rdkit
15715,2022,42,0,rdkit
15716,2023,42,0,rdkit
15717,2024,42,0,rdkit
15718,2025,42,0,rdkit
15719,2013,0,0,react
15720,2016,0,0,react
15721,2017,0,0,react
15722,2018,24,6,react
15723,2019,24,0,react
15724,2020,24,0,react
15725,2021,24,0,react
15726,2022,51,22,react
15727,2023,523,59,react
15728,2024,523,0,react
15729,2025,2648,248,react
15730,2013,0,0,react-admin
15731,2016,0,0,react-admin
15732,2017,0,0,react-admin
15733,2018,0,0,react-admin
15734,2019,0,0,react-admin
15735,2020,0,0,react-admin
15736,2021,0,0,react-admin
15737,2022,0,0,react-admin
15738,2023,472,59,react-admin
15739,2024,472,0,react-admin
15740,2025,472,0,react-admin
15741,2013,0,0,reactjs
15742,2016,0,0,reactjs
15743,2017,0,0,reactjs
15744,2018,0,0,reactjs
15745,2019,0,0,reactjs
15746,2020,0,0,reactjs
15747,2021,0,0,reactjs
15748,2022,0,0,reactjs
15749,2023,472,59,reactjs
15750,2024,472,0,reactjs
15751,2025,472,0,reactjs
15752,2013,0,0,read-aligners
15753,2016,0,0,read-aligners
15754,2017,0,0,read-aligners
15755,2018,0,0,read-aligners
15756,2019,0,0,read-aligners
15757,2020,0,0,read-aligners
15758,2021,0,0,read-aligners
15759,2022,265,82,read-aligners
15760,2023,311,3,read-aligners
15761,2024,311,0,read-aligners
15762,2025,1072,172,read-aligners
15763,2013,0,0,read-mapping
15764,2016,0,0,read-mapping
15765,2017,0,0,read-mapping
15766,2018,0,0,read-mapping
15767,2019,0,0,read-mapping
15768,2020,33,8,read-mapping
15769,2021,33,0,read-mapping
15770,2022,33,0,read-mapping
15771,2023,78,4,read-mapping
15772,2024,78,0,read-mapping
15773,2025,78,0,read-mapping
15774,2013,0,0,read-overlapping
15775,2016,0,0,read-overlapping
15776,2017,0,0,read-overlapping
15777,2018,0,0,read-overlapping
15778,2019,0,0,read-overlapping
15779,2020,0,0,read-overlapping
15780,2021,0,0,read-overlapping
15781,2022,0,0,read-overlapping
15782,2023,45,4,read-overlapping
15783,2024,45,0,read-overlapping
15784,2025,45,0,read-overlapping
15785,2013,0,0,read-simulation
15786,2016,0,0,read-simulation
15787,2017,0,0,read-simulation
15788,2018,0,0,read-simulation
15789,2019,0,0,read-simulation
15790,2020,0,0,read-simulation
15791,2021,0,0,read-simulation
15792,2022,0,0,read-simulation
15793,2023,46,15,read-simulation
15794,2024,46,0,read-simulation
15795,2025,46,0,read-simulation
15796,2013,0,0,recombination
15797,2016,0,0,recombination
15798,2017,0,0,recombination
15799,2018,0,0,recombination
15800,2019,37,22,recombination
15801,2020,37,0,recombination
15802,2021,37,0,recombination
15803,2022,37,0,recombination
15804,2023,37,0,recombination
15805,2024,37,0,recombination
15806,2025,37,0,recombination
15807,2013,0,0,recommender-systems
15808,2016,0,0,recommender-systems
15809,2017,0,0,recommender-systems
15810,2018,0,0,recommender-systems
15811,2019,0,0,recommender-systems
15812,2020,28,9,recommender-systems
15813,2021,28,0,recommender-systems
15814,2022,28,0,recommender-systems
15815,2023,28,0,recommender-systems
15816,2024,28,0,recommender-systems
15817,2025,28,0,recommender-systems
15818,2013,0,0,recurrent-neural-networks
15819,2016,0,0,recurrent-neural-networks
15820,2017,0,0,recurrent-neural-networks
15821,2018,0,0,recurrent-neural-networks
15822,2019,0,0,recurrent-neural-networks
15823,2020,0,0,recurrent-neural-networks
15824,2021,0,0,recurrent-neural-networks
15825,2022,0,0,recurrent-neural-networks
15826,2023,0,0,recurrent-neural-networks
15827,2024,273,86,recurrent-neural-networks
15828,2025,273,0,recurrent-neural-networks
15829,2013,0,0,redundancy
15830,2016,0,0,redundancy
15831,2017,0,0,redundancy
15832,2018,0,0,redundancy
15833,2019,15,4,redundancy
15834,2020,15,0,redundancy
15835,2021,15,0,redundancy
15836,2022,15,0,redundancy
15837,2023,15,0,redundancy
15838,2024,15,0,redundancy
15839,2025,15,0,redundancy
15840,2013,0,0,redux
15841,2016,0,0,redux
15842,2017,0,0,redux
15843,2018,0,0,redux
15844,2019,0,0,redux
15845,2020,0,0,redux
15846,2021,0,0,redux
15847,2022,27,22,redux
15848,2023,27,0,redux
15849,2024,27,0,redux
15850,2025,27,0,redux
15851,2013,0,0,reference-implementation
15852,2016,0,0,reference-implementation
15853,2017,0,0,reference-implementation
15854,2018,99,91,reference-implementation
15855,2019,99,0,reference-implementation
15856,2020,99,0,reference-implementation
15857,2021,99,0,reference-implementation
15858,2022,99,0,reference-implementation
15859,2023,99,0,reference-implementation
15860,2024,99,0,reference-implementation
15861,2025,99,0,reference-implementation
15862,2013,0,0,regex
15863,2016,0,0,regex
15864,2017,11,1,regex
15865,2018,11,0,regex
15866,2019,11,0,regex
15867,2020,11,0,regex
15868,2021,11,0,regex
15869,2022,11,0,regex
15870,2023,11,0,regex
15871,2024,11,0,regex
15872,2025,11,0,regex
15873,2013,0,0,regulatory-genomics
15874,2016,0,0,regulatory-genomics
15875,2017,0,0,regulatory-genomics
15876,2018,0,0,regulatory-genomics
15877,2019,0,0,regulatory-genomics
15878,2020,0,0,regulatory-genomics
15879,2021,0,0,regulatory-genomics
15880,2022,0,0,regulatory-genomics
15881,2023,0,0,regulatory-genomics
15882,2024,70,6,regulatory-genomics
15883,2025,70,0,regulatory-genomics
15884,2013,0,0,relation-extraction
15885,2016,0,0,relation-extraction
15886,2017,0,0,relation-extraction
15887,2018,18,9,relation-extraction
15888,2019,18,0,relation-extraction
15889,2020,18,0,relation-extraction
15890,2021,18,0,relation-extraction
15891,2022,47,4,relation-extraction
15892,2023,47,0,relation-extraction
15893,2024,47,0,relation-extraction
15894,2025,47,0,relation-extraction
15895,2013,0,0,rep-seq
15896,2016,0,0,rep-seq
15897,2017,0,0,rep-seq
15898,2018,39,7,rep-seq
15899,2019,66,8,rep-seq
15900,2020,66,0,rep-seq
15901,2021,66,0,rep-seq
15902,2022,66,0,rep-seq
15903,2023,66,0,rep-seq
15904,2024,208,42,rep-seq
15905,2025,208,0,rep-seq
15906,2013,0,0,repeatmasker
15907,2016,0,0,repeatmasker
15908,2017,0,0,repeatmasker
15909,2018,0,0,repeatmasker
15910,2019,0,0,repeatmasker
15911,2020,0,0,repeatmasker
15912,2021,0,0,repeatmasker
15913,2022,0,0,repeatmasker
15914,2023,59,11,repeatmasker
15915,2024,59,0,repeatmasker
15916,2025,59,0,repeatmasker
15917,2013,0,0,repertoire
15918,2016,0,0,repertoire
15919,2017,0,0,repertoire
15920,2018,0,0,repertoire
15921,2019,0,0,repertoire
15922,2020,0,0,repertoire
15923,2021,0,0,repertoire
15924,2022,0,0,repertoire
15925,2023,0,0,repertoire
15926,2024,142,42,repertoire
15927,2025,142,0,repertoire
15928,2013,0,0,reporting
15929,2016,0,0,reporting
15930,2017,0,0,reporting
15931,2018,0,0,reporting
15932,2019,0,0,reporting
15933,2020,0,0,reporting
15934,2021,0,0,reporting
15935,2022,0,0,reporting
15936,2023,0,0,reporting
15937,2024,0,0,reporting
15938,2025,1399,645,reporting
15939,2013,0,0,representation-learning
15940,2016,0,0,representation-learning
15941,2017,0,0,representation-learning
15942,2018,0,0,representation-learning
15943,2019,0,0,representation-learning
15944,2020,0,0,representation-learning
15945,2021,141,34,representation-learning
15946,2022,141,0,representation-learning
15947,2023,141,0,representation-learning
15948,2024,141,0,representation-learning
15949,2025,141,0,representation-learning
15950,2013,0,0,reproducible-research
15951,2016,0,0,reproducible-research
15952,2017,24,6,reproducible-research
15953,2018,24,0,reproducible-research
15954,2019,44,7,reproducible-research
15955,2020,44,0,reproducible-research
15956,2021,44,0,reproducible-research
15957,2022,44,0,reproducible-research
15958,2023,44,0,reproducible-research
15959,2024,118,19,reproducible-research
15960,2025,3897,1257,reproducible-research
15961,2013,0,0,reproducible-science
15962,2016,0,0,reproducible-science
15963,2017,0,0,reproducible-science
15964,2018,0,0,reproducible-science
15965,2019,0,0,reproducible-science
15966,2020,0,0,reproducible-science
15967,2021,0,0,reproducible-science
15968,2022,0,0,reproducible-science
15969,2023,0,0,reproducible-science
15970,2024,0,0,reproducible-science
15971,2025,3251,758,reproducible-science
15972,2013,0,0,reprogramming
15973,2016,0,0,reprogramming
15974,2017,0,0,reprogramming
15975,2018,0,0,reprogramming
15976,2019,0,0,reprogramming
